Client_Num,Card_Category,Annual_Fees,Activation_30_Days,Customer_Acq_Cost,Week_Start_Date,Week_Num,Qtr,current_year,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Vol,Avg_Utilization_Ratio,Use Chip,Exp Type,Interest_Earned,Delinquent_Acc,Customer_Age,Gender,Dependent_Count,Education_Level,Marital_Status,state_cd,Car_Owner,House_Owner,Personal_loan,Customer_Job,Income,Cust_Satisfaction_Score,Month
712420833,Blue,480,1,50,2023-03-19,Week-12,Q1,2023,16031.0,2245,1527,57,0.14,swipe,Entertainment,381.75,0,43,Female,2,Unknown,Single,Florida,no,no,no,Selfemployeed,14975,2,March
712423233,Blue,355,1,112,2023-03-19,Week-12,Q1,2023,22919.0,1368,3752,71,0.06,online,Grocery,300.16,0,47,Female,4,Uneducated,Married,California,yes,no,no,Businessman,41512,2,March
712425258,Blue,300,1,117,2023-03-19,Week-12,Q1,2023,1859.0,1379,4260,72,0.742,chip,Fuel,639.0,0,46,Female,4,Uneducated,Unknown,Texas,no,yes,no,Businessman,55645,3,March
712428333,Blue,425,0,44,2023-03-19,Week-12,Q1,2023,2930.0,1901,4041,75,0.649,chip,Entertainment,1091.07,0,38,Female,2,High School,Married,New York,yes,no,yes,Blue-Collar,48459,1,March
712429458,Blue,380,1,55,2023-03-19,Week-12,Q1,2023,4772.0,1770,4054,72,0.371,online,Entertainment,729.72,0,34,Female,0,Graduate,Married,California,no,no,no,Blue-Collar,48858,2,March
712431183,Blue,440,0,78,2023-03-19,Week-12,Q1,2023,2164.0,0,5282,80,0.0,swipe,Food,1109.22,0,43,Male,2,Uneducated,Married,Michigan,yes,yes,no,Businessman,97210,3,March
712433508,Blue,285,0,43,2023-03-19,Week-12,Q1,2023,1438.3,0,724,16,0.0,swipe,Bills,108.6,0,50,Female,3,Uneducated,Married,New York,no,no,yes,Selfemployeed,1250,3,March
712434708,Blue,250,1,51,2023-03-19,Week-12,Q1,2023,3302.0,2517,2682,47,0.762,chip,Entertainment,268.2,0,40,Female,4,Uneducated,Married,Texas,yes,no,no,Govt,31452,2,March
712437108,Blue,430,0,84,2023-03-19,Week-12,Q1,2023,14044.0,0,4889,89,0.0,swipe,Grocery,831.13,0,61,Male,0,Graduate,Married,California,no,no,no,Retirees,83687,3,March
712438308,Platinum,440,0,78,2023-03-19,Week-12,Q1,2023,7469.0,0,16730,122,0.0,chip,Bills,4517.1,0,38,Male,3,Graduate,Single,Florida,no,yes,no,Businessman,236211,3,March
712440483,Blue,250,1,94,2023-03-19,Week-12,Q1,2023,5413.0,1836,1164,43,0.339,swipe,Entertainment,232.8,0,53,Female,3,Graduate,Married,Texas,no,no,no,Selfemployeed,8250,3,March
712441308,Blue,490,1,80,2023-03-19,Week-12,Q1,2023,29295.0,0,9865,65,0.0,chip,Entertainment,2663.55,0,53,Male,2,Unknown,Married,New York,yes,yes,no,White-Collar,119148,3,March
712442508,Blue,195,0,111,2023-03-19,Week-12,Q1,2023,1438.3,783,3464,70,0.544,swipe,Entertainment,796.72,0,55,Female,2,Graduate,Married,Florida,no,no,no,Blue-Collar,37676,1,March
712443558,Blue,140,0,147,2023-03-19,Week-12,Q1,2023,22125.0,0,1994,57,0.0,swipe,Grocery,199.4,0,45,Female,2,Graduate,Married,New York,no,no,no,Retirees,19822,2,March
712444533,Blue,430,1,80,2023-03-19,Week-12,Q1,2023,14418.0,0,3880,68,0.0,chip,Bills,1047.6,0,58,Female,1,Doctorate,Single,New York,yes,yes,no,Selfemployeed,44264,1,March
712445583,Blue,300,0,92,2023-03-19,Week-12,Q1,2023,2299.0,0,2323,47,0.0,swipe,Bills,162.61,0,46,Female,4,High School,Single,Texas,no,yes,no,Selfemployeed,25668,3,March
712446783,Blue,200,0,116,2023-03-19,Week-12,Q1,2023,4038.0,1530,2400,41,0.379,chip,Food,504.0,0,50,Female,2,Doctorate,Single,Texas,no,no,no,Govt,26749,3,March
712447758,Blue,200,1,74,2023-03-19,Week-12,Q1,2023,11901.0,2517,7998,82,0.211,online,Food,639.84,0,39,Male,2,Graduate,Married,Florida,yes,yes,no,Govt,109802,1,March
712448658,Blue,100,1,141,2023-03-19,Week-12,Q1,2023,1795.0,0,2281,55,0.0,swipe,Food,593.06,0,32,Female,0,Unknown,Married,Florida,yes,yes,yes,Selfemployeed,24810,1,March
712450008,Blue,370,0,100,2023-03-19,Week-12,Q1,2023,4045.0,0,2438,41,0.0,chip,Bills,536.36,0,46,Female,2,Post-Graduate,Married,Florida,no,no,yes,Blue-Collar,27471,3,March
712452033,Blue,395,1,74,2023-03-19,Week-12,Q1,2023,2479.0,828,2225,44,0.334,swipe,Fuel,356.0,0,43,Female,2,Uneducated,Unknown,Texas,yes,yes,no,Selfemployeed,23812,3,March
712453308,Silver,200,0,66,2023-03-19,Week-12,Q1,2023,15034.0,1356,7737,84,0.09,swipe,Entertainment,2088.99,0,50,Male,2,Graduate,Married,New York,no,no,no,Govt,107426,3,March
712454058,Blue,450,1,103,2023-03-19,Week-12,Q1,2023,9364.0,618,1099,27,0.066,swipe,Bills,164.85,0,36,Female,3,Graduate,Single,New York,no,no,no,Selfemployeed,6550,3,March
712454958,Blue,300,1,84,2023-03-19,Week-12,Q1,2023,2742.0,1416,1539,38,0.516,swipe,Bills,277.02,0,47,Female,1,High School,Single,Florida,no,no,no,Selfemployeed,14975,1,March
712457208,Blue,150,0,114,2023-03-19,Week-12,Q1,2023,22718.0,0,8100,77,0.0,chip,Travel,648.0,0,38,Male,2,Unknown,Married,New York,no,no,no,Businessman,111135,2,March
712459233,Blue,300,0,88,2023-03-19,Week-12,Q1,2023,1944.0,1346,1960,57,0.692,swipe,Bills,450.8,0,50,Female,0,Graduate,Married,New York,yes,yes,no,White-Collar,19231,3,March
712460433,Blue,475,1,112,2023-03-19,Week-12,Q1,2023,9121.0,1426,4112,80,0.156,swipe,Bills,575.68,0,55,Female,3,High School,Single,New York,yes,yes,no,White-Collar,50607,3,March
712463883,Silver,125,1,96,2023-03-19,Week-12,Q1,2023,34516.0,1406,3342,63,0.041,chip,Fuel,868.92,0,46,Female,4,High School,Single,New Jersey,yes,yes,yes,Selfemployeed,36533,3,March
712464933,Blue,445,0,142,2023-03-19,Week-12,Q1,2023,19141.0,1933,15203,114,0.101,swipe,Fuel,4256.84,0,44,Female,3,High School,Single,Texas,yes,no,yes,Businessman,206224,3,March
712470033,Blue,350,0,102,2023-03-19,Week-12,Q1,2023,4539.0,2053,2960,67,0.452,swipe,Entertainment,799.2,0,44,Female,2,Graduate,Single,California,no,no,no,Businessman,33846,3,March
712475733,Blue,250,1,116,2023-03-19,Week-12,Q1,2023,2435.0,1888,1847,39,0.775,swipe,Bills,480.22,0,43,Female,1,Uneducated,Married,Florida,yes,yes,no,White-Collar,17012,3,March
712479633,Blue,245,0,110,2023-03-19,Week-12,Q1,2023,1695.0,0,2428,43,0.0,chip,Grocery,267.08,0,37,Female,4,Graduate,Married,Florida,no,no,no,Govt,27294,1,March
712481733,Blue,250,1,76,2023-03-19,Week-12,Q1,2023,1438.3,739,4078,77,0.514,online,Entertainment,978.72,0,33,Female,3,Post-Graduate,Married,California,no,no,no,Blue-Collar,49698,3,March
712484733,Blue,175,1,114,2023-03-19,Week-12,Q1,2023,8823.0,2517,4674,85,0.285,chip,Food,841.32,0,46,Male,2,High School,Married,Florida,yes,no,yes,Businessman,73704,3,March
712487883,Blue,350,1,71,2023-03-19,Week-12,Q1,2023,7464.0,0,9071,74,0.0,online,Food,725.68,0,45,Male,3,Unknown,Married,New York,yes,no,no,White-Collar,117845,3,March
712489158,Blue,245,1,110,2023-03-19,Week-12,Q1,2023,3667.0,948,2781,59,0.259,swipe,Bills,723.06,0,55,Female,2,Unknown,Single,Texas,no,no,no,Businessman,32450,1,March
712490283,Blue,285,1,120,2023-03-19,Week-12,Q1,2023,3156.0,2517,2091,48,0.798,swipe,Bills,439.11,0,46,Female,1,High School,Married,New York,yes,no,no,Govt,21418,3,March
712491108,Blue,460,1,85,2023-03-19,Week-12,Q1,2023,13046.0,1177,2601,52,0.09,swipe,Entertainment,364.14,0,44,Female,3,Unknown,Married,Texas,no,yes,no,Govt,30527,3,March
712493058,Blue,245,1,124,2023-03-19,Week-12,Q1,2023,4972.0,0,4524,72,0.0,swipe,Bills,904.8,0,44,Male,2,Graduate,Married,Texas,no,yes,no,Businessman,66807,1,March
712494108,Silver,460,0,94,2023-03-19,Week-12,Q1,2023,34516.0,1954,1872,52,0.057,swipe,Grocery,486.72,0,49,Female,2,Uneducated,Single,Florida,yes,no,yes,Selfemployeed,17490,2,March
712495233,Blue,335,1,81,2023-03-19,Week-12,Q1,2023,2370.0,1699,2411,53,0.717,swipe,Fuel,409.87,0,37,Female,2,High School,Married,California,yes,no,no,Govt,26952,1,March
712497783,Blue,455,0,120,2023-03-19,Week-12,Q1,2023,9092.0,1363,14779,94,0.15,swipe,Food,4285.91,0,50,Female,2,High School,Married,New York,yes,yes,yes,Businessman,184214,3,March
712500933,Blue,445,1,62,2023-03-19,Week-12,Q1,2023,11692.0,648,2997,56,0.055,swipe,Travel,209.79,0,44,Female,1,High School,Married,Texas,yes,yes,no,White-Collar,34127,1,March
712503408,Platinum,100,1,114,2023-03-19,Week-12,Q1,2023,17925.0,1909,17498,111,0.106,chip,Travel,2274.74,0,36,Female,3,Graduate,Married,Illinois,yes,no,no,Businessman,238789,2,March
712505658,Blue,340,1,51,2023-03-19,Week-12,Q1,2023,5530.0,1999,1766,45,0.361,swipe,Grocery,123.62,0,39,Female,1,High School,Single,New York,yes,no,no,Businessman,15397,3,March
712506708,Blue,385,1,67,2023-03-19,Week-12,Q1,2023,3920.0,2008,3178,53,0.512,swipe,Bills,730.94,0,45,Female,2,Graduate,Unknown,New York,no,no,no,Selfemployeed,35322,1,March
712507758,Blue,295,1,116,2023-03-19,Week-12,Q1,2023,3448.0,1903,5471,87,0.552,swipe,Food,547.1,0,48,Male,3,Graduate,Single,California,no,no,no,Businessman,99638,3,March
712509108,Gold,445,1,102,2023-03-19,Week-12,Q1,2023,15164.0,532,8356,68,0.035,chip,Travel,835.6,0,48,Male,4,Doctorate,Single,Washington,no,yes,no,Govt,113579,2,March
712510833,Blue,125,0,159,2023-03-19,Week-12,Q1,2023,9317.0,847,4121,81,0.091,swipe,Bills,741.78,0,50,Female,3,Doctorate,Single,California,yes,yes,no,Govt,50825,3,March
712513458,Blue,245,1,120,2023-03-19,Week-12,Q1,2023,7469.0,1899,3150,70,0.254,swipe,Bills,693.0,0,55,Female,2,Graduate,Married,Florida,yes,no,yes,Govt,35093,3,March
712514508,Blue,250,1,114,2023-03-19,Week-12,Q1,2023,11354.0,0,3073,49,0.0,swipe,Food,737.52,0,49,Female,2,Graduate,Married,Texas,no,yes,yes,Blue-Collar,34589,3,March
712515558,Blue,325,1,90,2023-03-19,Week-12,Q1,2023,23447.0,1515,2834,77,0.065,swipe,Travel,396.76,0,32,Female,3,High School,Married,Michigan,no,no,no,Businessman,32829,1,March
712516608,Blue,245,1,52,2023-03-19,Week-12,Q1,2023,3946.0,1275,14822,96,0.323,chip,Entertainment,4001.94,0,44,Female,3,High School,Married,California,no,yes,no,Businessman,186296,2,March
712517808,Blue,405,1,83,2023-03-19,Week-12,Q1,2023,3275.0,1525,14830,112,0.466,swipe,Food,4004.1,0,40,Female,5,Unknown,Single,Texas,no,no,no,Businessman,186470,1,March
712521783,Blue,300,0,108,2023-03-19,Week-12,Q1,2023,15108.0,1288,3713,65,0.085,swipe,Bills,816.86,0,33,Female,2,Graduate,Single,New York,no,yes,no,White-Collar,40920,1,March
712523283,Blue,295,1,83,2023-03-19,Week-12,Q1,2023,14938.0,0,1134,31,0.0,swipe,Fuel,249.48,0,28,Female,0,Graduate,Married,Texas,no,no,no,Selfemployeed,6550,1,March
712524858,Blue,245,0,108,2023-03-19,Week-12,Q1,2023,2669.0,1649,4314,74,0.618,swipe,Bills,1251.06,0,39,Male,1,Unknown,Single,Florida,yes,yes,no,Selfemployeed,57468,3,March
712531008,Blue,430,0,94,2023-03-19,Week-12,Q1,2023,24868.0,794,2510,32,0.032,swipe,Grocery,200.8,0,59,Female,0,Graduate,Married,Florida,no,yes,no,Retirees,28748,3,March
712532058,Blue,455,1,161,2023-03-19,Week-12,Q1,2023,12552.0,1405,15508,95,0.112,swipe,Food,1240.64,0,48,Female,3,Graduate,Married,New York,no,no,no,Businessman,215468,3,March
712533708,Blue,150,0,103,2023-03-19,Week-12,Q1,2023,11247.0,0,4894,85,0.0,swipe,Entertainment,831.98,0,44,Male,2,Graduate,Married,California,no,yes,no,Businessman,84249,1,March
712542258,Blue,100,1,86,2023-03-19,Week-12,Q1,2023,2950.0,2000,4742,79,0.678,swipe,Bills,331.94,0,42,Male,4,Unknown,Married,New York,yes,yes,yes,Businessman,76429,3,March
712544358,Gold,360,0,105,2023-03-19,Week-12,Q1,2023,34516.0,1823,15552,108,0.053,swipe,Bills,4199.04,0,47,Female,3,Graduate,Unknown,California,yes,yes,yes,Businessman,216876,1,March
712545183,Blue,340,0,72,2023-03-19,Week-12,Q1,2023,1765.0,1487,3333,66,0.842,chip,Grocery,433.29,0,28,Male,0,Graduate,Married,California,yes,no,no,Govt,36452,3,March
712546233,Blue,455,1,105,2023-03-19,Week-12,Q1,2023,2990.0,0,4065,76,0.0,swipe,Entertainment,325.2,0,52,Male,1,Unknown,Single,Texas,yes,no,no,Businessman,49232,2,March
712549758,Blue,175,0,143,2023-03-19,Week-12,Q1,2023,25060.0,0,3749,61,0.0,chip,Grocery,562.35,0,46,Male,3,Graduate,Married,Texas,yes,no,no,Selfemployeed,41441,3,March
712551258,Blue,125,1,114,2023-03-19,Week-12,Q1,2023,4247.0,0,847,17,0.0,swipe,Entertainment,152.46,0,48,Female,5,Unknown,Single,Texas,no,no,no,Selfemployeed,2565,3,March
712552608,Blue,370,1,104,2023-03-19,Week-12,Q1,2023,1438.3,0,2658,43,0.0,swipe,Fuel,691.08,0,54,Female,2,Doctorate,Married,New York,yes,no,no,Retirees,31238,3,March
712554183,Blue,460,0,159,2023-03-19,Week-12,Q1,2023,3009.0,721,4070,71,0.24,chip,Fuel,407.0,0,39,Female,1,Unknown,Married,Texas,no,no,no,Businessman,49456,3,March
712555233,Blue,330,0,67,2023-03-19,Week-12,Q1,2023,4205.0,710,2023,38,0.169,chip,Bills,161.84,0,47,Female,3,Uneducated,Single,California,no,yes,no,Retirees,20348,1,March
712556433,Blue,475,1,85,2023-03-19,Week-12,Q1,2023,4090.0,1649,15497,92,0.403,chip,Fuel,2014.61,0,58,Female,1,Graduate,Single,New York,yes,yes,no,Businessman,215176,3,March
712557708,Blue,175,1,110,2023-03-19,Week-12,Q1,2023,6391.0,2317,2274,61,0.363,swipe,Fuel,591.24,0,50,Female,2,Graduate,Married,Texas,no,no,no,Blue-Collar,24646,1,March
712559058,Blue,295,1,143,2023-03-19,Week-12,Q1,2023,20882.0,1525,4765,76,0.073,swipe,Bills,714.75,0,50,Male,3,Graduate,Married,Texas,yes,yes,no,Govt,77314,2,March
712560558,Blue,270,0,76,2023-03-19,Week-12,Q1,2023,1438.3,0,4660,87,0.0,swipe,Bills,559.2,0,61,Male,0,High School,Single,New York,no,yes,no,Selfemployeed,73199,3,March
712562433,Blue,380,1,91,2023-03-19,Week-12,Q1,2023,4204.0,0,2316,43,0.0,swipe,Entertainment,324.24,0,31,Female,0,Uneducated,Single,Florida,no,yes,no,Businessman,25535,3,March
712563408,Blue,175,0,94,2023-03-19,Week-12,Q1,2023,5600.0,2517,2296,46,0.449,swipe,Entertainment,367.36,0,43,Female,3,Uneducated,Single,New York,no,yes,no,White-Collar,25036,1,March
712566258,Blue,245,1,155,2023-03-19,Week-12,Q1,2023,8494.0,2023,4486,77,0.238,swipe,Grocery,583.18,0,56,Male,1,Graduate,Married,New York,no,no,no,Retirees,64824,2,March
712567083,Blue,450,1,101,2023-03-19,Week-12,Q1,2023,9186.0,0,4986,88,0.0,swipe,Food,299.16,0,48,Male,4,Graduate,Married,Florida,yes,yes,no,Selfemployeed,88921,1,March
712568358,Blue,295,1,97,2023-03-19,Week-12,Q1,2023,3394.0,0,3115,69,0.0,swipe,Fuel,373.8,0,39,Female,2,High School,Single,New York,no,yes,no,Blue-Collar,34816,2,March
712569408,Blue,485,0,83,2023-03-19,Week-12,Q1,2023,3455.0,1385,4925,82,0.401,swipe,Fuel,1182.0,1,53,Male,1,Graduate,Single,Texas,no,yes,no,Selfemployeed,85919,1,March
712570458,Blue,125,0,86,2023-03-19,Week-12,Q1,2023,5625.0,1640,7890,75,0.292,swipe,Fuel,1183.5,1,39,Male,4,Graduate,Married,Texas,no,yes,no,White-Collar,108791,3,March
712571883,Silver,325,1,120,2023-03-19,Week-12,Q1,2023,11409.0,1658,4677,58,0.145,swipe,Grocery,654.78,1,44,Male,4,Unknown,Married,New York,no,no,no,Retirees,73815,2,March
712572858,Blue,150,1,77,2023-03-19,Week-12,Q1,2023,3413.0,1801,3831,45,0.528,swipe,Food,727.89,1,50,Female,1,Post-Graduate,Single,Texas,yes,no,no,Businessman,43193,3,March
712574583,Blue,225,0,96,2023-03-19,Week-12,Q1,2023,6376.0,1322,5192,70,0.207,chip,Fuel,674.96,1,37,Male,2,Graduate,Single,Florida,no,yes,no,Blue-Collar,95446,3,March
712575708,Blue,495,0,106,2023-03-19,Week-12,Q1,2023,1994.0,1175,4455,82,0.589,chip,Food,846.45,1,50,Male,3,Uneducated,Married,New York,no,no,no,White-Collar,63330,3,March
712576908,Blue,150,0,89,2023-03-19,Week-12,Q1,2023,4516.0,2252,1819,24,0.499,swipe,Grocery,491.13,1,50,Female,2,Doctorate,Single,Florida,no,yes,no,Businessman,16419,2,March
712578933,Blue,460,1,105,2023-03-19,Week-12,Q1,2023,1438.3,0,2500,44,0.0,chip,Entertainment,275.0,0,41,Female,3,Graduate,Married,Florida,no,yes,yes,Govt,28606,1,March
712579983,Blue,415,1,104,2023-03-19,Week-12,Q1,2023,1438.3,0,2258,59,0.0,swipe,Grocery,541.92,0,55,Female,2,Post-Graduate,Married,New Jersey,no,yes,yes,Govt,24383,3,March
712580958,Blue,200,1,82,2023-03-19,Week-12,Q1,2023,27712.0,2130,7399,91,0.077,swipe,Fuel,665.91,0,42,Male,4,Graduate,Single,Florida,yes,no,no,Retirees,103449,3,March
712582983,Silver,450,1,52,2023-03-19,Week-12,Q1,2023,14057.0,1381,4729,54,0.098,swipe,Bills,803.93,0,43,Male,1,High School,Married,New York,no,no,no,Blue-Collar,75751,1,March
712586583,Blue,405,1,40,2023-03-19,Week-12,Q1,2023,1643.0,1101,2152,50,0.67,swipe,Entertainment,258.24,0,37,Female,0,Doctorate,Single,Texas,yes,no,no,Blue-Collar,22567,1,March
712589658,Silver,220,1,95,2023-03-19,Week-12,Q1,2023,13131.0,1965,1795,37,0.15,swipe,Fuel,251.3,0,45,Female,3,Graduate,Single,Florida,no,no,no,White-Collar,15964,2,March
712591983,Blue,280,1,112,2023-03-19,Week-12,Q1,2023,3035.0,1960,4104,79,0.646,swipe,Food,492.48,0,49,Female,2,High School,Married,New York,no,no,no,Govt,50345,3,March
712593933,Blue,495,1,79,2023-03-19,Week-12,Q1,2023,2313.0,0,2249,42,0.0,swipe,Entertainment,134.94,0,65,Male,0,High School,Married,California,yes,yes,no,Selfemployeed,24181,3,March
712595433,Blue,295,1,134,2023-03-19,Week-12,Q1,2023,9788.0,1794,1805,37,0.183,swipe,Bills,270.75,0,44,Female,4,Unknown,Married,Florida,yes,no,no,Govt,16147,3,March
712597233,Blue,355,1,87,2023-03-19,Week-12,Q1,2023,3250.0,1721,1714,32,0.53,swipe,Fuel,154.26,0,40,Female,2,Graduate,Single,Texas,no,yes,no,Selfemployeed,14975,3,March
712599783,Blue,270,1,79,2023-03-19,Week-12,Q1,2023,12618.0,1585,4768,82,0.126,swipe,Entertainment,381.44,0,46,Male,2,Graduate,Married,New York,no,no,no,White-Collar,77474,3,March
712602708,Blue,280,0,79,2023-03-19,Week-12,Q1,2023,1815.0,0,2039,34,0.0,swipe,Bills,509.75,0,54,Female,1,Graduate,Married,Florida,no,yes,no,Retirees,20566,2,March
712604133,Blue,300,1,106,2023-03-19,Week-12,Q1,2023,25882.0,1699,1736,48,0.066,swipe,Grocery,451.36,0,39,Female,3,Graduate,Single,New York,no,no,no,Selfemployeed,14975,3,March
712606158,Blue,440,1,160,2023-03-19,Week-12,Q1,2023,5715.0,1214,3685,63,0.212,swipe,Grocery,368.5,0,32,Male,2,Graduate,Married,New York,no,no,no,Blue-Collar,40338,1,March
712607583,Blue,280,0,84,2023-03-19,Week-12,Q1,2023,34516.0,1477,2395,50,0.043,swipe,Bills,502.95,0,47,Female,2,Graduate,Married,Florida,yes,yes,no,White-Collar,26557,2,March
712608783,Silver,290,0,140,2023-03-19,Week-12,Q1,2023,34516.0,1260,1504,34,0.037,swipe,Travel,421.12,0,47,Female,4,Graduate,Married,Texas,no,yes,no,Selfemployeed,14975,3,March
712609533,Blue,175,1,66,2023-03-19,Week-12,Q1,2023,3371.0,1530,13432,118,0.454,swipe,Bills,1208.88,0,53,Male,1,Unknown,Married,California,no,yes,no,White-Collar,131393,3,March
712611108,Blue,320,1,82,2023-03-19,Week-12,Q1,2023,7501.0,2517,2280,49,0.336,swipe,Fuel,501.6,0,48,Female,4,Uneducated,Married,New York,no,yes,no,Govt,24797,1,March
712612233,Blue,470,0,102,2023-03-19,Week-12,Q1,2023,8717.0,719,2067,59,0.082,swipe,Fuel,392.73,0,43,Female,2,Graduate,Married,Texas,yes,yes,no,Blue-Collar,21084,2,March
712613808,Blue,350,0,103,2023-03-19,Week-12,Q1,2023,5999.0,658,4283,69,0.11,swipe,Bills,556.79,0,37,Male,2,Uneducated,Unknown,California,no,no,no,Businessman,56376,2,March
712615008,Blue,480,0,46,2023-03-19,Week-12,Q1,2023,24431.0,892,3457,66,0.037,swipe,Bills,276.56,0,46,Female,3,Unknown,Married,Minnesota,yes,no,no,Businessman,37623,3,March
712617408,Blue,125,1,90,2023-03-19,Week-12,Q1,2023,13734.0,0,2566,74,0.0,swipe,Fuel,667.16,0,60,Female,0,Graduate,Married,New York,no,yes,no,Selfemployeed,29847,2,March
712619808,Blue,375,1,119,2023-03-19,Week-12,Q1,2023,2500.0,1169,4265,87,0.468,swipe,Fuel,383.85,0,40,Male,2,High School,Single,New York,yes,yes,no,Govt,55745,2,March
712620858,Blue,245,1,108,2023-03-19,Week-12,Q1,2023,7744.0,1804,4572,60,0.233,swipe,Bills,594.36,0,53,Male,4,Uneducated,Single,New York,yes,no,no,Businessman,69105,2,March
712623258,Blue,385,0,96,2023-03-19,Week-12,Q1,2023,5505.0,2517,2272,42,0.457,swipe,Grocery,295.36,0,42,Female,2,High School,Married,Texas,yes,no,no,White-Collar,24583,1,March
712624383,Silver,100,0,79,2023-03-19,Week-12,Q1,2023,34516.0,1701,7707,99,0.049,swipe,Food,1310.19,0,47,Male,4,High School,Married,Florida,yes,yes,no,Blue-Collar,106926,3,March
712627083,Blue,360,1,66,2023-03-19,Week-12,Q1,2023,5768.0,0,9867,78,0.0,chip,Travel,690.69,0,54,Male,2,Graduate,Single,Florida,yes,yes,yes,White-Collar,119148,2,March
712630608,Blue,495,0,87,2023-03-19,Week-12,Q1,2023,6109.0,1549,4430,69,0.254,chip,Fuel,886.0,0,43,Male,3,Graduate,Married,New York,no,no,no,Selfemployeed,62079,3,March
712634133,Blue,395,1,70,2023-03-19,Week-12,Q1,2023,2683.0,1671,1406,37,0.623,swipe,Travel,267.14,0,49,Female,2,High School,Married,Florida,yes,no,no,Blue-Collar,13356,2,March
712636308,Blue,300,0,78,2023-03-19,Week-12,Q1,2023,2658.0,1514,1627,26,0.57,swipe,Entertainment,162.7,0,56,Female,2,Uneducated,Single,Florida,yes,no,no,Selfemployeed,14975,2,March
712637283,Blue,320,1,67,2023-03-19,Week-12,Q1,2023,2169.0,1602,5182,78,0.739,swipe,Travel,984.58,0,62,Male,0,Graduate,Single,New York,yes,no,no,Govt,95374,3,March
712640583,Blue,250,0,106,2023-03-19,Week-12,Q1,2023,7508.0,2148,4950,70,0.286,swipe,Entertainment,1039.5,0,58,Male,1,Graduate,Single,California,no,no,no,Govt,86951,2,March
712642533,Blue,150,1,119,2023-03-19,Week-12,Q1,2023,32866.0,2098,3788,76,0.064,swipe,Entertainment,1060.64,0,48,Female,3,High School,Single,California,no,no,yes,Retirees,42226,1,March
712643358,Blue,200,0,61,2023-03-19,Week-12,Q1,2023,2833.0,1609,1335,23,0.568,swipe,Entertainment,373.8,0,48,Female,2,High School,Married,New York,yes,no,yes,Blue-Collar,12087,1,March
712644483,Blue,300,0,102,2023-03-19,Week-12,Q1,2023,20229.0,1217,4270,62,0.06,swipe,Grocery,384.3,0,43,Female,3,Graduate,Married,Florida,yes,no,no,Selfemployeed,55945,2,March
712645908,Blue,365,1,120,2023-03-19,Week-12,Q1,2023,2600.0,2047,8804,111,0.787,swipe,Grocery,880.4,0,47,Male,4,High School,Married,New Jersey,no,no,no,Govt,117004,3,March
712649058,Blue,295,0,101,2023-03-19,Week-12,Q1,2023,3554.0,0,4121,82,0.0,swipe,Food,412.1,0,43,Male,3,High School,Single,New York,no,no,yes,Businessman,50870,2,March
712650333,Blue,480,0,103,2023-03-19,Week-12,Q1,2023,11959.0,1665,1191,40,0.139,swipe,Entertainment,107.19,0,37,Female,3,High School,Single,California,no,no,no,Selfemployeed,8250,1,March
712652283,Blue,175,0,76,2023-03-19,Week-12,Q1,2023,34516.0,774,3030,74,0.022,swipe,Entertainment,696.9,0,49,Female,3,Graduate,Married,Texas,yes,no,no,Selfemployeed,34310,1,March
712653183,Blue,125,1,73,2023-03-19,Week-12,Q1,2023,1976.0,1694,3675,81,0.857,swipe,Grocery,771.75,0,61,Female,0,Graduate,Married,New York,no,no,no,Blue-Collar,40213,3,March
712654233,Blue,415,0,106,2023-03-19,Week-12,Q1,2023,19150.0,1093,8327,85,0.057,swipe,Food,999.24,0,50,Male,2,Graduate,Single,Texas,no,yes,no,Govt,113320,3,March
712655583,Blue,455,1,85,2023-03-19,Week-12,Q1,2023,6425.0,915,2036,44,0.142,swipe,Entertainment,203.6,0,65,Female,1,High School,Single,California,no,yes,no,Blue-Collar,20514,2,March
712656783,Blue,440,1,147,2023-03-19,Week-12,Q1,2023,8136.0,2517,2179,40,0.309,online,Entertainment,392.22,0,40,Female,4,Graduate,Married,Florida,yes,yes,no,Retirees,23007,2,March
712658283,Blue,405,0,97,2023-03-19,Week-12,Q1,2023,3701.0,969,3222,86,0.262,swipe,Bills,676.62,0,64,Female,0,Unknown,Married,New York,no,yes,no,Businessman,35603,3,March
712659408,Blue,200,0,109,2023-03-19,Week-12,Q1,2023,2721.0,2159,4578,81,0.793,chip,Bills,549.36,0,33,Male,3,High School,Married,Florida,no,yes,no,Govt,69431,1,March
712660308,Blue,450,1,73,2023-03-19,Week-12,Q1,2023,1895.0,0,2472,40,0.0,swipe,Fuel,197.76,0,30,Female,1,Post-Graduate,Married,Florida,no,no,no,Blue-Collar,28146,3,March
712661433,Blue,400,1,90,2023-03-19,Week-12,Q1,2023,34516.0,0,1444,28,0.0,swipe,Travel,245.48,0,55,Female,3,Graduate,Single,Washington,yes,yes,no,Selfemployeed,14197,1,March
712662783,Blue,360,1,96,2023-03-19,Week-12,Q1,2023,3793.0,2517,2577,57,0.664,swipe,Bills,721.56,0,51,Female,1,Unknown,Single,Florida,yes,no,no,Blue-Collar,30145,2,March
712663533,Blue,125,1,107,2023-03-19,Week-12,Q1,2023,2441.0,1656,3903,62,0.678,swipe,Entertainment,468.36,0,43,Female,3,Graduate,Married,California,no,yes,yes,Businessman,44807,1,March
